tx_time,time,nsec,lora_length,,type,srcAddress,destaddr,length,seq,tx_checksum,,srcHop,destHop
2020/01/23 18:57:41,18:57:41,000590018,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,1,60069,,0,3
2020/01/23 18:57:47,18:57:47,000573061,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,2,60068,,0,3
2020/01/23 18:57:53,18:57:53,000571531,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,3,60067,,0,3
2020/01/23 18:57:59,18:57:59,000622927,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,4,60066,,0,3
2020/01/23 18:58:05,18:58:05,000818031,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,5,60065,,0,3
2020/01/23 18:58:11,18:58:11,000622939,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,6,60064,,0,3
2020/01/23 18:58:17,18:58:17,000555876,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,7,60063,,0,3
2020/01/23 18:58:23,18:58:23,000589344,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,8,60062,,0,3
2020/01/23 18:58:29,18:58:29,000612145,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,9,60061,,0,3
2020/01/23 18:58:35,18:58:35,001303755,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,10,60060,,0,3
2020/01/23 18:58:41,18:58:41,000686212,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,11,60059,,0,3
2020/01/23 18:58:47,18:58:47,000639145,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,12,60058,,0,3
2020/01/23 18:58:53,18:58:53,000570786,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,13,60057,,0,3
2020/01/23 18:58:59,18:58:59,000643946,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,14,60056,,0,3
2020/01/23 18:59:05,18:59:05,000670292,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,15,60055,,0,3
2020/01/23 18:59:11,18:59:11,000758470,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,16,60054,,0,3
2020/01/23 18:59:17,18:59:17,000681761,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,17,60053,,0,3
2020/01/23 18:59:23,18:59:23,000737301,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,18,60052,,0,3
2020/01/23 18:59:29,18:59:29,000670765,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,19,60051,,0,3
2020/01/23 18:59:35,18:59:35,000826270,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,20,60050,,0,3
