time,time,nsec,srcAddress,hop,seq
2020/02/01 20:09:18,20:09:18,000000000,b8:27:eb:02:75:77,1,2,b8:27:eb:60:f7:bf,2,2,
2020/02/01 20:09:48,20:09:48,000820235,b8:27:eb:02:75:77,1,3,b8:27:eb:60:f7:bf,2,2,
2020/02/01 20:10:19,20:10:19,000650130,b8:27:eb:02:75:77,1,4,b8:27:eb:60:f7:bf,2,2,
2020/02/01 20:11:20,20:11:20,000580945,b8:27:eb:02:75:77,1,6,b8:27:eb:60:f7:bf,2,6,
2020/02/01 20:12:21,20:12:21,000690790,b8:27:eb:02:75:77,1,8,b8:27:eb:60:f7:bf,2,8,
2020/02/01 20:13:49,20:13:49,000785695,b8:27:eb:02:75:77,1,11,b8:27:eb:60:f7:bf,2,11,
2020/02/01 20:14:18,20:14:18,000585408,b8:27:eb:02:75:77,1,12,b8:27:eb:60:f7:bf,2,12,
2020/02/01 20:14:48,20:14:48,000652412,b8:27:eb:02:75:77,1,13,b8:27:eb:60:f7:bf,2,12,
2020/02/01 20:15:18,20:15:18,000644420,b8:27:eb:02:75:77,1,14,b8:27:eb:60:f7:bf,2,14,
2020/02/01 20:15:49,20:15:49,000732266,b8:27:eb:02:75:77,1,15,b8:27:eb:60:f7:bf,2,15,
2020/02/01 20:16:21,20:16:21,000660604,b8:27:eb:02:75:77,1,16,b8:27:eb:60:f7:bf,2,16,
2020/02/01 20:17:19,20:17:19,000689981,b8:27:eb:02:75:77,1,18,b8:27:eb:60:f7:bf,2,17,
2020/02/01 20:17:49,20:17:49,000651209,b8:27:eb:02:75:77,1,19,b8:27:eb:60:f7:bf,2,18,
2020/02/01 20:18:21,20:18:21,000582231,b8:27:eb:02:75:77,1,20,b8:27:eb:60:f7:bf,2,20,
2020/02/01 20:18:51,20:18:51,000622605,b8:27:eb:02:75:77,1,21,b8:27:eb:60:f7:bf,2,21,
2020/02/01 20:20:19,20:20:19,000619735,b8:27:eb:02:75:77,1,24,b8:27:eb:60:f7:bf,2,23,
2020/02/01 20:20:49,20:20:49,000579013,b8:27:eb:02:75:77,1,25,b8:27:eb:60:f7:bf,2,24,
2020/02/01 20:21:19,20:21:19,000709932,b8:27:eb:02:75:77,1,26,b8:27:eb:60:f7:bf,2,25,
2020/02/01 20:21:49,20:21:49,000748798,b8:27:eb:02:75:77,1,27,b8:27:eb:60:f7:bf,2,26,
2020/02/01 20:22:18,20:22:18,000910402,b8:27:eb:02:75:77,1,28,b8:27:eb:60:f7:bf,2,27,
2020/02/01 20:22:49,20:22:49,000988028,b8:27:eb:02:75:77,1,29,b8:27:eb:60:f7:bf,2,28,
2020/02/01 20:23:21,20:23:21,000656353,b8:27:eb:02:75:77,1,30,b8:27:eb:60:f7:bf,2,29,
