time,time,nsec,srcAddress,hop,seq
2020/02/05 02:01:06,02:01:06,000000000,b8:27:eb:02:75:77,1,2,b8:27:eb:60:f7:bf,2,1,
2020/02/05 02:01:35,02:01:35,000566092,b8:27:eb:02:75:77,1,3,b8:27:eb:60:f7:bf,2,2,
2020/02/05 02:02:05,02:02:05,000603169,b8:27:eb:02:75:77,1,4,b8:27:eb:60:f7:bf,2,3,
2020/02/05 02:02:34,02:02:34,000556621,b8:27:eb:02:75:77,1,5,b8:27:eb:60:f7:bf,2,4,
2020/02/05 02:03:03,02:03:03,000621784,b8:27:eb:02:75:77,1,6,b8:27:eb:60:f7:bf,2,5,
2020/02/05 02:03:32,02:03:32,000566283,b8:27:eb:02:75:77,1,7,b8:27:eb:60:f7:bf,2,6,
2020/02/05 02:04:02,02:04:02,000607429,b8:27:eb:02:75:77,1,8,b8:27:eb:60:f7:bf,2,7,
2020/02/05 02:04:33,02:04:33,000643159,b8:27:eb:02:75:77,1,9,b8:27:eb:60:f7:bf,2,8,
2020/02/05 02:05:02,02:05:02,000555365,b8:27:eb:02:75:77,1,10,b8:27:eb:60:f7:bf,2,9,
2020/02/05 02:05:32,02:05:32,000590939,b8:27:eb:02:75:77,1,11,b8:27:eb:60:f7:bf,2,10,
2020/02/05 02:06:02,02:06:02,000645261,b8:27:eb:02:75:77,1,12,b8:27:eb:60:f7:bf,2,11,
2020/02/05 02:06:32,02:06:32,000594284,b8:27:eb:02:75:77,1,13,b8:27:eb:60:f7:bf,2,12,
2020/02/05 02:07:03,02:07:03,000600418,b8:27:eb:02:75:77,1,14,b8:27:eb:60:f7:bf,2,13,
2020/02/05 02:07:33,02:07:33,000557530,b8:27:eb:02:75:77,1,15,b8:27:eb:60:f7:bf,2,14,
2020/02/05 02:08:04,02:08:04,000550528,b8:27:eb:02:75:77,1,16,b8:27:eb:60:f7:bf,2,15,
2020/02/05 02:08:33,02:08:33,000550778,b8:27:eb:02:75:77,1,17,b8:27:eb:60:f7:bf,2,15,
2020/02/05 02:09:02,02:09:02,000563449,b8:27:eb:02:75:77,1,18,b8:27:eb:60:f7:bf,2,17,
2020/02/05 02:10:00,02:10:00,000621115,b8:27:eb:02:75:77,1,20,b8:27:eb:60:f7:bf,2,19,
2020/02/05 02:10:30,02:10:30,000552594,b8:27:eb:02:75:77,1,21,b8:27:eb:60:f7:bf,2,20,
2020/02/05 02:11:30,02:11:30,000555118,b8:27:eb:02:75:77,1,23,b8:27:eb:60:f7:bf,2,22,
2020/02/05 02:12:01,02:12:01,000560001,b8:27:eb:02:75:77,1,24,b8:27:eb:60:f7:bf,2,23,
2020/02/05 02:13:00,02:13:00,000604760,b8:27:eb:02:75:77,1,26,b8:27:eb:60:f7:bf,2,25,
2020/02/05 02:13:30,02:13:30,000551148,b8:27:eb:02:75:77,1,27,b8:27:eb:60:f7:bf,2,26,
2020/02/05 02:13:59,02:13:59,000691286,b8:27:eb:02:75:77,1,28,b8:27:eb:60:f7:bf,2,27,
2020/02/05 02:14:30,02:14:30,000564295,b8:27:eb:02:75:77,1,29,b8:27:eb:60:f7:bf,2,28,
2020/02/05 02:15:00,02:15:00,000551535,b8:27:eb:02:75:77,1,30,b8:27:eb:60:f7:bf,2,29,
2020/02/05 02:15:30,02:15:30,000654365,b8:27:eb:02:75:77,1,31,b8:27:eb:60:f7:bf,2,30,
2020/02/05 02:16:00,02:16:00,000616071,b8:27:eb:02:75:77,1,32,b8:27:eb:60:f7:bf,2,31,
2020/02/05 02:16:30,02:16:30,000554939,b8:27:eb:02:75:77,1,33,b8:27:eb:60:f7:bf,2,32,
2020/02/05 02:17:00,02:17:00,000608526,b8:27:eb:02:75:77,1,34,b8:27:eb:60:f7:bf,2,33,
2020/02/05 02:17:30,02:17:30,000714804,b8:27:eb:02:75:77,1,35,b8:27:eb:60:f7:bf,2,34,
2020/02/05 02:18:01,02:18:01,000600983,b8:27:eb:02:75:77,1,36,b8:27:eb:60:f7:bf,2,35,
2020/02/05 02:18:33,02:18:33,000560248,b8:27:eb:02:75:77,1,37,b8:27:eb:60:f7:bf,2,36,
2020/02/05 02:19:02,02:19:02,000554353,b8:27:eb:02:75:77,1,38,b8:27:eb:60:f7:bf,2,37,
2020/02/05 02:19:33,02:19:33,000608039,b8:27:eb:02:75:77,1,39,b8:27:eb:60:f7:bf,2,38,
2020/02/05 02:20:03,02:20:03,000543810,b8:27:eb:02:75:77,1,40,b8:27:eb:60:f7:bf,2,39,
2020/02/05 02:20:32,02:20:32,000645990,b8:27:eb:02:75:77,1,41,b8:27:eb:60:f7:bf,2,40,
2020/02/05 02:21:02,02:21:02,000620444,b8:27:eb:02:75:77,1,42,b8:27:eb:60:f7:bf,2,41,
2020/02/05 02:21:33,02:21:33,000870927,b8:27:eb:02:75:77,1,43,b8:27:eb:60:f7:bf,2,42,
2020/02/05 02:22:04,02:22:04,000558527,b8:27:eb:02:75:77,1,44,b8:27:eb:60:f7:bf,2,43,
2020/02/05 02:22:33,02:22:33,000606928,b8:27:eb:02:75:77,1,45,b8:27:eb:60:f7:bf,2,44,
2020/02/05 02:23:03,02:23:03,000653575,b8:27:eb:02:75:77,1,46,b8:27:eb:60:f7:bf,2,45,
2020/02/05 02:23:33,02:23:33,000602424,b8:27:eb:02:75:77,1,47,b8:27:eb:60:f7:bf,2,46,
2020/02/05 02:24:03,02:24:03,000568112,b8:27:eb:02:75:77,1,48,b8:27:eb:60:f7:bf,2,47,
2020/02/05 02:24:32,02:24:32,000603088,b8:27:eb:02:75:77,1,49,b8:27:eb:60:f7:bf,2,48,
2020/02/05 02:25:02,02:25:02,000618454,b8:27:eb:02:75:77,1,50,b8:27:eb:60:f7:bf,2,49,
