time,time,nsec,srcAddress,hop,seq
2020/02/03 14:48:52,14:48:52,000000000,b8:27:eb:02:75:77,2,3,b8:27:eb:40:fe:13,4,2,b8:27:eb:60:f7:bf,3,3,b8:27:eb:91:35:94,1,4,
2020/02/03 14:48:56,14:48:56,000638819,b8:27:eb:02:75:77,1,4,b8:27:eb:40:fe:13,3,2,b8:27:eb:60:f7:bf,2,3,b8:27:eb:91:35:94,1,4,
2020/02/03 14:49:22,14:49:22,000633300,b8:27:eb:02:75:77,1,4,b8:27:eb:40:fe:13,3,2,b8:27:eb:60:f7:bf,2,3,b8:27:eb:91:35:94,1,5,
2020/02/03 14:49:26,14:49:26,000652657,b8:27:eb:02:75:77,1,5,b8:27:eb:40:fe:13,2,4,b8:27:eb:60:f7:bf,2,5,b8:27:eb:91:35:94,1,5,
2020/02/03 14:49:52,14:49:52,000621136,b8:27:eb:02:75:77,1,5,b8:27:eb:40:fe:13,2,4,b8:27:eb:60:f7:bf,2,5,b8:27:eb:91:35:94,1,6,
2020/02/03 14:49:57,14:49:57,000630988,b8:27:eb:02:75:77,1,6,b8:27:eb:40:fe:13,2,5,b8:27:eb:60:f7:bf,2,6,b8:27:eb:91:35:94,1,6,
2020/02/03 14:50:22,14:50:22,000644595,b8:27:eb:02:75:77,1,6,b8:27:eb:40:fe:13,2,5,b8:27:eb:60:f7:bf,2,6,b8:27:eb:91:35:94,1,7,
2020/02/03 14:50:27,14:50:27,000636177,b8:27:eb:02:75:77,1,7,b8:27:eb:40:fe:13,2,7,b8:27:eb:60:f7:bf,2,7,b8:27:eb:91:35:94,1,7,
2020/02/03 14:50:52,14:50:52,000632503,b8:27:eb:02:75:77,1,7,b8:27:eb:40:fe:13,2,7,b8:27:eb:60:f7:bf,2,7,b8:27:eb:91:35:94,1,8,
2020/02/03 14:51:23,14:51:23,000736245,b8:27:eb:02:75:77,2,8,b8:27:eb:40:fe:13,3,8,b8:27:eb:60:f7:bf,3,8,b8:27:eb:91:35:94,1,9,
2020/02/03 14:51:28,14:51:28,000626397,b8:27:eb:02:75:77,1,9,b8:27:eb:40:fe:13,2,9,b8:27:eb:60:f7:bf,2,9,b8:27:eb:91:35:94,1,9,
2020/02/03 14:51:53,14:51:53,000639706,b8:27:eb:02:75:77,1,9,b8:27:eb:40:fe:13,2,9,b8:27:eb:60:f7:bf,2,9,b8:27:eb:91:35:94,1,10,
2020/02/03 14:51:59,14:51:59,000646961,b8:27:eb:02:75:77,1,10,b8:27:eb:40:fe:13,2,10,b8:27:eb:60:f7:bf,3,10,b8:27:eb:91:35:94,1,10,
2020/02/03 14:52:22,14:52:22,000618133,b8:27:eb:02:75:77,1,10,b8:27:eb:40:fe:13,2,10,b8:27:eb:60:f7:bf,3,10,b8:27:eb:91:35:94,1,11,
2020/02/03 14:52:29,14:52:29,000634821,b8:27:eb:02:75:77,1,11,b8:27:eb:40:fe:13,2,11,b8:27:eb:60:f7:bf,2,11,b8:27:eb:91:35:94,1,11,
2020/02/03 14:52:52,14:52:52,000651201,b8:27:eb:02:75:77,1,11,b8:27:eb:40:fe:13,2,11,b8:27:eb:60:f7:bf,2,11,b8:27:eb:91:35:94,1,12,
2020/02/03 14:52:58,14:52:58,000638300,b8:27:eb:02:75:77,1,12,b8:27:eb:40:fe:13,2,11,b8:27:eb:60:f7:bf,2,12,b8:27:eb:91:35:94,1,12,
2020/02/03 14:53:21,14:53:21,000627289,b8:27:eb:02:75:77,1,12,b8:27:eb:40:fe:13,2,11,b8:27:eb:60:f7:bf,2,12,b8:27:eb:91:35:94,1,13,
2020/02/03 14:53:27,14:53:27,000632183,b8:27:eb:02:75:77,1,13,b8:27:eb:40:fe:13,2,13,b8:27:eb:60:f7:bf,2,13,b8:27:eb:91:35:94,1,13,
2020/02/03 14:53:50,14:53:50,000708631,b8:27:eb:02:75:77,1,13,b8:27:eb:40:fe:13,2,13,b8:27:eb:60:f7:bf,2,13,b8:27:eb:91:35:94,1,14,
2020/02/03 14:53:57,14:53:57,000696465,b8:27:eb:02:75:77,1,14,b8:27:eb:40:fe:13,2,13,b8:27:eb:60:f7:bf,2,14,b8:27:eb:91:35:94,1,14,
2020/02/03 14:54:28,14:54:28,000595992,b8:27:eb:02:75:77,1,15,b8:27:eb:40:fe:13,2,13,b8:27:eb:60:f7:bf,2,15,b8:27:eb:91:35:94,1,14,
2020/02/03 14:54:50,14:54:50,000636871,b8:27:eb:02:75:77,1,15,b8:27:eb:40:fe:13,2,13,b8:27:eb:60:f7:bf,2,15,b8:27:eb:91:35:94,1,16,
2020/02/03 14:55:21,14:55:21,000630286,b8:27:eb:02:75:77,1,15,b8:27:eb:40:fe:13,2,13,b8:27:eb:60:f7:bf,2,15,b8:27:eb:91:35:94,1,17,
2020/02/03 14:55:29,14:55:29,000640527,b8:27:eb:02:75:77,1,17,b8:27:eb:40:fe:13,2,17,b8:27:eb:60:f7:bf,2,17,b8:27:eb:91:35:94,1,17,
2020/02/03 14:55:50,14:55:50,000650218,b8:27:eb:02:75:77,1,17,b8:27:eb:40:fe:13,2,17,b8:27:eb:60:f7:bf,2,17,b8:27:eb:91:35:94,1,18,
2020/02/03 14:56:21,14:56:21,000679231,b8:27:eb:02:75:77,2,18,b8:27:eb:40:fe:13,3,18,b8:27:eb:60:f7:bf,3,18,b8:27:eb:91:35:94,1,19,
2020/02/03 14:56:29,14:56:29,000637666,b8:27:eb:02:75:77,1,19,b8:27:eb:40:fe:13,2,19,b8:27:eb:60:f7:bf,2,19,b8:27:eb:91:35:94,1,19,
