tx_time,time,nsec,lora_length,,type,srcAddress,destaddr,length,seq,tx_checksum,,srcHop,destHop
2020/02/03 18:29:39,18:29:39,000570771,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,1,60325,,0,2
2020/02/03 18:29:45,18:29:45,000642278,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,2,60324,,0,2
2020/02/03 18:29:51,18:29:51,000626413,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,3,60323,,0,2
2020/02/03 18:29:57,18:29:57,000614113,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,4,60322,,0,2
2020/02/03 18:30:03,18:30:03,000702612,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,5,60321,,0,2
2020/02/03 18:30:09,18:30:09,000648680,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,6,60320,,0,2
2020/02/03 18:30:15,18:30:15,000628355,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,7,60319,,0,2
2020/02/03 18:30:21,18:30:21,000645229,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,8,60318,,0,2
2020/02/03 18:30:27,18:30:27,000628466,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,9,60317,,0,2
2020/02/03 18:30:33,18:30:33,000644053,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,10,60316,,0,2
2020/02/03 18:30:39,18:30:39,000641049,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,11,60315,,0,2
2020/02/03 18:30:45,18:30:45,000620964,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,12,60314,,0,2
2020/02/03 18:30:51,18:30:51,000642699,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,13,60313,,0,2
2020/02/03 18:30:57,18:30:57,000655421,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,14,60312,,0,2
2020/02/03 18:31:03,18:31:03,000624438,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,15,60311,,0,2
2020/02/03 18:31:09,18:31:09,000665635,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,16,60310,,0,2
2020/02/03 18:31:15,18:31:15,000638331,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,17,60309,,0,2
2020/02/03 18:31:21,18:31:21,000627264,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,18,60308,,0,2
2020/02/03 18:31:27,18:31:27,000661389,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,19,60307,,0,2
2020/02/03 18:31:33,18:31:33,000649873,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,20,60306,,0,2
2020/02/03 18:31:39,18:31:39,000644950,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,21,60305,,0,2
2020/02/03 18:31:45,18:31:45,000665006,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,22,60304,,0,2
2020/02/03 18:31:51,18:31:51,000663163,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,23,60303,,0,2
2020/02/03 18:31:57,18:31:57,000662647,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,24,60302,,0,2
2020/02/03 18:32:03,18:32:03,000629915,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,25,60301,,0,2
2020/02/03 18:32:09,18:32:09,000641215,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,26,60044,,0,3
2020/02/03 18:32:15,18:32:15,000620556,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,27,60043,,0,3
2020/02/03 18:32:21,18:32:21,000614913,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,28,60042,,0,3
2020/02/03 18:32:27,18:32:27,000631786,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,29,60041,,0,3
2020/02/03 18:32:33,18:32:33,000642579,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,30,60040,,0,3
2020/02/03 18:32:39,18:32:39,000644320,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,31,60295,,0,2
2020/02/03 18:32:45,18:32:45,000670133,100,,DATA,b8:27:eb:53:f8:14,b8:27:eb:60:f7:bf,100,32,60294,,0,2
